date,gold_open,gold_high,gold_low,gold_close,gold_volume,gold_hold,gold_settle,gold_range_pct,gold_close_ret1,gold_close_ret5,gold_close_ret20,gold_close_ma20_gap,gold_close_z20,gold_volume_ret1,gold_volume_ret5,gold_volume_ret20,gold_volume_ma20_gap,gold_volume_z20,gold_hold_ret1,gold_hold_ret5,gold_hold_ret20,gold_hold_ma20_gap,gold_hold_z20,copper_open,copper_high,copper_low,copper_close,copper_volume,copper_hold,copper_settle,copper_range_pct,copper_close_ret1,copper_close_ret5,copper_close_ret20,copper_close_ma20_gap,copper_close_z20,copper_volume_ret1,copper_volume_ret5,copper_volume_ret20,copper_volume_ma20_gap,copper_volume_z20,copper_hold_ret1,copper_hold_ret5,copper_hold_ret20,copper_hold_ma20_gap,copper_hold_z20,silver_open,silver_high,silver_low,silver_close,silver_volume,silver_hold,silver_settle,silver_range_pct,silver_close_ret1,silver_close_ret5,silver_close_ret20,silver_close_ma20_gap,silver_close_z20,silver_volume_ret1,silver_volume_ret5,silver_volume_ret20,silver_volume_ma20_gap,silver_volume_z20,silver_hold_ret1,silver_hold_ret5,silver_hold_ret20,silver_hold_ma20_gap,silver_hold_z20,gold_silver_ratio,gold_silver_ratio_ret1,gold_silver_ratio_ret5,gold_silver_ratio_ret20,gold_silver_ratio_ma20_gap,gold_silver_ratio_z20,gold_copper_ratio,gold_copper_ratio_ret1,gold_copper_ratio_ret5,gold_copper_ratio_ret20,gold_copper_ratio_ma20_gap,gold_copper_ratio_z20
2005-01-04,,,,,,,,,,,,,,,,,,,,,,,,29110.0,29190.0,28270.0,28560.0,134210.0,115364.0,0.0,0.032543332154227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-05,,,,,,,,,,,,,,,,,,,,,,,,27990.0,27990.0,27990.0,27990.0,4054.0,112584.0,0.0,0.0,-0.01995798319327735,,,,,-0.9697936070337531,,,,,-0.024097638778128316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-06,,,,,,,,,,,,,,,,,,,,,,,,28070.0,28520.0,28020.0,28470.0,118436.0,116186.0,0.0,0.017844396859386213,0.017148981779206762,,,,,28.214602861371485,,,,,0.03199388900731903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,28380.0,28570.0,28310.0,28420.0,76214.0,119018.0,0.0,0.00918403391027911,-0.0017562346329469403,,,,,-0.35649633557364313,,,,,0.02437470951749776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-10,,,,,,,,,,,,,,,,,,,,,,,,28390.0,28590.0,27930.0,28150.0,115932.0,128252.0,0.0,0.023630504833512367,-0.00950035186488385,,,,,0.5211378486892173,,,,,0.07758490312389732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-11,,,,,,,,,,,,,,,,,,,,,,,,28360.0,28550.0,28330.0,28510.0,88654.0,125050.0,0.0,0.007765619484645159,0.012788632326820704,-0.0017507002801120386,,,,-0.23529310285339677,-0.3394381938752701,,,,-0.024966472257742622,0.08396033424638527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-12,,,,,,,,,,,,,,,,,,,,,,,,28800.0,28920.0,28730.0,28900.0,72470.0,124612.0,0.0,0.006613296206056329,0.013679410733076214,0.032511611289746334,,,,-0.18255239470300266,16.876171682289097,,,,-0.003502598960415826,0.10683578483621115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-13,,,,,,,,,,,,,,,,,,,,,,,,28820.0,28870.0,28650.0,28810.0,76128.0,126476.0,0.0,0.0076788830715532885,-0.0031141868512111204,0.011942395504039416,,,,0.05047605905892083,-0.35722246614205144,,,,0.014958430969730152,0.08856488733582357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-14,,,,,,,,,,,,,,,,,,,,,,,,28550.0,28810.0,28520.0,28800.0,79154.0,127766.0,0.0,0.010168302945301466,-0.0003471017007983246,0.013370865587614356,,,,0.039748844052122756,0.03857558978665332,,,,0.010199563553559665,0.07350148717000793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-17,,,,,,,,,,,,,,,,,,,,,,,,29000.0,29530.0,28950.0,29290.0,103014.0,122210.0,0.0,0.020034542314335102,0.017013888888888884,0.040497335701598525,,,,0.3014377037168052,-0.1114273884691026,,,,-0.04348574738193256,-0.04711037644637117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-18,,,,,,,,,,,,,,,,,,,,,,,,29200.0,29340.0,28980.0,29250.0,87748.0,122594.0,0.0,0.012422360248447228,-0.0013656538067600144,0.025955804980708486,,0.023084994753410193,1.7481782579881622,-0.14819344943405754,-0.010219505042073695,,0.010611955322447297,0.025554811140153767,0.003142132395057784,-0.019640143942423083,,0.006917351529915683,0.15010741717045917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-19,,,,,,,,,,,,,,,,,,,,,,,,29350.0,29630.0,29310.0,29590.0,86840.0,121112.0,0.0,0.010917775503241245,0.011623931623931716,0.02387543252595159,,0.0328097731239092,2.294184669461793,-0.01034781419519537,0.19828894715054513,,-0.0008096115747258104,-0.0020570136094834905,-0.012088682969802811,-0.028087182614836448,,-0.0058801055434172245,-0.13443288870030795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,29540.0,29750.0,29470.0,29570.0,64930.0,120410.0,0.0,0.009501187648456089,-0.0006759040216289813,0.026379729260673335,,0.02929744155015368,1.7694747902315628,-0.2523030861354215,-0.1470943673812526,,-0.25285802231184806,-0.6737583336305091,-0.005796287733668026,-0.04796166861697082,,-0.011157769103162907,-0.2671910023802122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,29880.0,30010.0,29740.0,30000.0,67626.0,113344.0,0.0,0.009078681909885589,0.014541765302671594,0.04166666666666674,,0.04191712751462706,2.35841563898849,0.041521638687817664,-0.1456401445283877,,-0.20639944249059383,-0.5528170129490931,-0.058682833651690025,-0.11287823051516055,,-0.06838623853559034,-1.7038742095279864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
