stock_code,model_name,label_mode,trades,win_rate,avg_return_bps,median_return_bps,max_drawdown,profit_factor,target_hit_bps,feature_group,base_model_name,entry_policy,entry_vwap_premium_bps,samples,expected_return_col,sector,sector_source,metadata_path,metadata_status,reject_reason,enabled,weight_multiplier,max_weight_override,max_add_weight_override,model_override_reason,recent_perf_note
002311.SZ,a_active_032_target_exit_80bps_hit80_vwap_low_reversal_lgbm_leaves15_700,hit,158.0,0.759493670886076,21.450084264263,80.0,-0.0642137308347641,1.578307072953935,80.0,reversal_fundamental_regime,lgbm_leaves15_700,vwap_low,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002311_pipeline_out\04_external\hog\training_samples_with_hog_industry.csv,trade_target_or_close_return,农产品加工,context_config,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002311.SZ\a_active_032_target_exit_80bps_hit80_vwap_low_reversal_lgbm_leaves15_700\metadata.json,ok,,1,1.0,,,,
002311.SZ,a_active_009_target_exit_80bps_hit80_all_days_reversal_lgbm_leaves15_700,hit,178.0,0.7584269662921348,25.383698033444002,80.0,-0.0791727878886158,1.745812313986536,80.0,reversal_fundamental_regime,lgbm_leaves15_700,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002311_pipeline_out\04_external\hog\training_samples_with_hog_industry.csv,trade_target_or_close_return,农产品加工,context_config,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002311.SZ\a_active_009_target_exit_80bps_hit80_all_days_reversal_lgbm_leaves15_700\metadata.json,ok,,1,1.0,,,,
603308.SH,a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5,close_profit,131.0,0.5648854961832062,76.717472468253,46.492771084336,-0.1228193150444199,1.919404501072686,50.0,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,trade_net_close_return,通用设备,context_config,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5\metadata.json,ok,,1,1.0,,,,
002028.SZ,a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3,close_profit,88.0,0.5909090909090909,77.52241454110501,54.892107425607996,-0.0923098451998321,2.482915642796352,50.0,reversal_fundamental_regime,xgb_d3_600_lr002_mcw3,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out\04_external\storage_power\training_samples_with_storage_power_external.csv,trade_net_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002028.SZ\a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3\metadata.json,ok,,1,1.0,,,,
600919.SH,a_active_030_target_exit_50bps_hit50_vwap_low_all_no_ak_xgb_d3_400_lr003_mcw3,hit,170.0,0.7705882352941177,17.663914802863,50.0,-0.0450922251608357,1.872708464261421,50.0,all_no_ak,xgb_d3_400_lr003_mcw3,vwap_low,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\03_sector\training_samples_with_sector.csv,trade_target_or_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\600919.SH\a_active_030_target_exit_50bps_hit50_vwap_low_all_no_ak_xgb_d3_400_lr003_mcw3\metadata.json,ok,,1,1.0,,,,
002895.SZ,a_active_048_close_exit_close_all_days_sector_external_xgb_d3_600_lr002_mcw3,close_profit,176.0,0.6022727272727273,52.983158007968,30.800353923269,-0.2020691848742226,1.7258772778468634,50.0,reversal_fundamental_regime_sector_external,xgb_d3_600_lr002_mcw3,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002895_pipeline_out\04_external\fertilizer\training_samples_with_fertilizer_external.csv,trade_net_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002895.SZ\a_active_048_close_exit_close_all_days_sector_external_xgb_d3_600_lr002_mcw3\metadata.json,ok,,1,1.0,,,,
603308.SH,a_active_019_close_exit_close_all_days_sector_external_xgb_d3_400_lr003_mcw3,close_profit,152.0,0.5657894736842105,100.62620076880101,41.747755879949,-0.14026741876013,2.2313070419717103,50.0,reversal_fundamental_regime_sector_external,xgb_d3_400_lr003_mcw3,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,trade_net_close_return,通用设备,context_config,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_019_close_exit_close_all_days_sector_external_xgb_d3_400_lr003_mcw3\metadata.json,ok,,1,1.0,,,,
601818.SH,a_active_025_target_exit_50bps_hit50_all_days_sector_xgb_d4_500_lr002_mcw5,hit,167.0,0.7604790419161677,17.865462847282,50.0,-0.033054532082082,1.8862500868505807,50.0,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,trade_target_or_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\601818.SH\a_active_025_target_exit_50bps_hit50_all_days_sector_xgb_d4_500_lr002_mcw5\metadata.json,ok,,1,1.0,,,,
601818.SH,a_active_026_target_exit_50bps_hit50_all_days_sector_external_xgb_d4_500_lr002_mcw5,hit,167.0,0.7604790419161677,17.865462847282,50.0,-0.033054532082082,1.8862500868505807,50.0,reversal_fundamental_regime_sector_external,xgb_d4_500_lr002_mcw5,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,trade_target_or_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\601818.SH\a_active_026_target_exit_50bps_hit50_all_days_sector_external_xgb_d4_500_lr002_mcw5\metadata.json,ok,,1,1.0,,,,
601818.SH,a_active_027_target_exit_50bps_hit50_vwap_low_sector_xgb_d4_500_lr002_mcw5,hit,167.0,0.7604790419161677,17.865462847282,50.0,-0.033054532082082,1.8862500868505807,50.0,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,vwap_low,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,trade_target_or_close_return,UNKNOWN,missing,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\601818.SH\a_active_027_target_exit_50bps_hit50_vwap_low_sector_xgb_d4_500_lr002_mcw5\metadata.json,ok,,1,1.0,,,,
