date,bar_count,first_30m_ret,first_60m_ret,morning_ret,afternoon_ret,last_30m_ret,last_60m_ret,morning_vwap,afternoon_vwap,last_30m_vwap,first_60m_volume_share,last_30m_volume_share
2025-01-02,48,-0.0084085315832649,-0.0041017227235439,0.0012305168170632,-0.0202910432465669,-0.0056168088204702,-0.0078870900788708,48.7155863915769,48.115155560049885,47.75300089047195,0.382302611588223,0.1436773337171552
2025-01-03,48,-0.0085630743525479,-0.0035505430242273,-0.0039682539682538,-0.0125812539316418,-0.0042292239374075,-0.010090393104898,47.65785186362552,47.416758159049415,47.157435897435896,0.2709038996967494,0.116192874496799
2025-01-06,48,-0.0031820110309715,0.0146372507424692,0.0288502333474756,-0.0169072164948455,0.0042122999157541,0.0012599748005039,47.88125550543911,47.873924528301885,47.52315156541572,0.2824588215316692,0.0818984547461368
2025-01-07,48,-0.0023027004396063,-0.00711743772242,-0.0144442118484404,0.0061597281223448,0.0031766200762388,0.005092297899427,47.44672814174673,47.245011090409015,47.31823369243519,0.258305398219859,0.1952837822217084
2025-01-08,48,-0.0035986452159187,-0.0059271803556307,-0.0116426756985605,0.0210030004286327,-0.000629326620516,0.0050632911392405,46.97891649080494,47.36006884681584,47.71686674881183,0.2270041993878858,0.1347837433865572
2025-01-09,48,-0.0052454888795635,-0.0146873688627781,-0.0107007973143098,-0.0135737009544008,-0.00278730703259,-0.0053464499572284,47.27261883767535,46.76681695609967,46.64681584890166,0.2770738627204436,0.1570429119515104
2025-01-10,48,0.0193617021276595,0.0163829787234042,0.0161702127659573,-0.0037672666387609,-0.0033500837520937,-0.0126529765608794,47.83549129322439,47.88461852524845,47.7554221598878,0.4554496871493505,0.1356003118997356
2025-01-13,48,-0.0050590219224284,-0.0018971332209106,0.0107504215851601,-0.0039748953974895,-0.0027230833682446,-0.0085381091211994,47.63773777101829,47.85913144425096,47.66640983305816,0.3266135863120447,0.115428595629341
2025-01-14,48,0.0044034388760745,0.0119521912350597,0.0222268819459003,0.0119047619047618,0.0034602076124568,-0.0010131712259371,48.42034262278378,49.18679198525189,49.17649516845129,0.2254198631557122,0.1058538945331398
2025-01-15,48,0.0038360589541692,0.005451241671714,-0.0044417524732486,0.0018251875887245,-0.0014149989892864,-0.0040322580645161,49.65393500293157,49.45742728419535,49.45004889056036,0.3999402158522387,0.0836663415248104
2025-01-16,48,0.0046615322253749,0.0081070125658693,0.0010133765707336,0.0008098805426199,-0.0042304593070104,0.0008098805426199,49.66310167430549,49.48516419832582,49.52495103799452,0.3459443250537258,0.1275925833374981
2025-01-17,48,0.0040420371867422,0.0082861762328212,0.0200080840743734,0.0101070154577882,-0.0027391899823908,0.0055237719471297,49.92643545279383,50.85683777744674,51.01768385460693,0.3212509316581233,0.1259601782699299
2025-01-20,48,-0.0101900842641582,-0.017832647462277,-0.0315500685871056,-0.012937133616333,-0.0010229132569558,-0.0075203252032519,50.36964398356112,49.06855488286392,48.77779608304615,0.3394579294105859,0.149006788407104
2025-01-21,48,-0.0173469387755101,-0.0075510204081631,-0.0055102040816326,-0.0080016413623307,-0.0030927835051546,0.0,48.67528544607468,48.39018486191308,48.349666572211206,0.5102162360271212,0.1616730804471321
2025-01-22,48,-0.0037383177570092,0.0004153686396677,0.0045690550363446,0.0057887120115773,0.0028860028860027,0.0012348219798312,48.26041000105944,48.545814065976586,48.64581977700603,0.2793537621359223,0.1383242313915857
2025-01-23,48,-0.0144927536231883,0.0030618493570115,-0.008369054909165,0.0117308088083969,-0.0010160536476325,0.0047005926834253,48.70056287827841,49.15926173156468,49.23895880020686,0.3684234894667798,0.0895285130025465
2025-01-24,48,-0.0002040816326529,0.0138775510204081,0.0216326530612245,-0.0009990009990009,0.0002000400080017,-0.0017967658215212,49.51728585798664,50.10312902529968,50.0432440822662,0.3009603774114739,0.0723652803908904
2025-01-27,48,0.0064179703168874,-0.0008022462896107,0.0024067388688326,-0.0056067280736884,-0.0050090162292125,-0.0050090162292125,50.09430538172716,49.89112925308047,49.75540499093824,0.2713003307260224,0.1882775998740091
2025-02-05,48,-0.0114826752618855,-0.0145044319097501,-0.0217566478646252,0.008853201564752,0.0014306151645206,0.0014306151645206,48.86663226005238,49.01992587335384,48.932365456821024,0.2546448087431694,0.089104494256719
2025-02-06,48,-0.0043023970497848,-0.0094242982995287,-0.0022536365498874,0.002053388090349,0.0004100041000407,0.0030832476875641,48.54014699903043,48.71371055088702,48.78627836340897,0.3833839876764228,0.1165119280569549
2025-02-07,48,-0.0083999180495799,-0.0096291743495185,-0.0077852898996106,-0.0082559339525284,0.0071263885977783,-0.0022840531561461,48.29117861482381,48.08555099092592,47.895335775335774,0.2830411022765533,0.0848462873274455
2025-02-10,48,-0.0091571279916753,-0.0047866805411029,-0.0085327783558792,0.0041981528127623,-0.0018777383684539,-0.000417885499373,47.68966375230082,47.87662151104646,47.86154304438487,0.4571744687345008,0.1280759986265308
2025-02-11,48,0.0181514708950552,0.0121009805967036,0.0104318798247444,-0.0024778030146603,0.0010360547036882,-0.0051482701812191,48.6297360079367,48.46886484192659,48.23623708078465,0.5548295629661592,0.073059853294705
2025-02-12,48,0.0070700769390725,0.0060303597421502,0.0114368891661469,0.005757762697923,0.0047247329498767,0.0047247329498767,48.18724535725996,48.64455429497569,48.86505411049934,0.360875829203806,0.1667748523661004
2025-02-13,48,0.0127257799671594,0.0131362889983579,0.0022577996715928,-0.0065546907005324,-0.000412201154163,-0.0055361902809103,49.09239831541616,48.69090164493891,48.519523363234704,0.3371563140349267,0.1142153714408049
2025-02-14,48,0.0048681541582151,0.001419878296146,0.0131845841784989,-0.0070154339547002,0.0,-0.0004035512510087,49.76009305988045,49.67710945480685,49.55995746189294,0.4996051464602898,0.0685465744936762
2025-02-17,48,-0.0036437246963562,-0.003238866396761,0.0008097165991902,-0.000404694455686,0.002435064935065,0.0020283975659229,49.158854408596135,49.31045258215963,49.34295390958621,0.4723074495502919,0.1190630643266651
2025-02-18,48,-0.0062765742053048,0.0014172909495848,0.0097185665114394,-0.0106297633373445,-0.0020230629172567,-0.0020230629172567,49.43684889925552,49.545318048999775,49.27914193779049,0.2402614198754979,0.0964632442965287
2025-02-19,48,-0.0061112242819312,0.0004074149521287,-0.0042778569973517,-0.0069543874002863,0.0020639834881321,0.0004121162167731,48.94764036007375,48.57638445008791,48.51833030852995,0.3333145561063542,0.1138087727204446
2025-02-20,48,0.0053553038105045,0.0051493305870236,0.0065911431513903,0.0022508696541845,-0.0032560032560033,-0.0006121199755153,48.74333589507122,49.00489052261467,48.93110985063339,0.3533129619472955,0.1381336676330016
2025-02-21,48,-0.0069686411149825,0.0014347202295552,0.0018446402951424,-0.0061374795417349,-0.0016440608302507,0.0062137531068766,48.75662162162162,48.5732104918693,48.79281415929204,0.2268108389786347,0.2208181344450234
