date,bar_count,first_30m_ret,first_60m_ret,morning_ret,afternoon_ret,last_30m_ret,last_60m_ret,morning_vwap,afternoon_vwap,last_30m_vwap,first_60m_volume_share,last_30m_volume_share
2025-01-02,48,0.0013157894736841,0.006578947368421,0.0157894736842105,-0.0162022034996759,-0.0013157894736841,-0.0039370078740157,15.284469044757136,15.219793901929403,15.140570554054378,0.4147772811324778,0.1252974337181599
2025-01-03,48,0.0320261437908495,0.0372549019607841,0.0313725490196079,-0.0133079847908745,-0.0032010243277849,-0.007015306122449,15.690166868909726,15.640330838655348,15.571105770201765,0.589551067616166,0.0941883900962657
2025-01-06,48,-0.0031887755102041,0.0019132653061224,0.0044642857142855,-0.0165079365079364,0.0006459948320411,-0.0038585209003215,15.646345630169888,15.542360067773972,15.480695436686872,0.4426893506108428,0.1132039961453629
2025-01-07,48,0.0231511254019292,0.0263665594855306,0.0205787781350481,0.0094517958412099,0.0037593984962405,0.0037593984962405,15.880921250655764,15.932429215149796,15.991235455369011,0.4628029611998261,0.147889477422787
2025-01-08,48,-0.0012484394506866,-0.0031210986267166,-0.0131086142322097,0.0018963337547408,0.0,-0.0012602394454946,15.967090772012536,15.845183983447368,15.84078944733919,0.4117991132862943,0.1185489317332172
2025-01-09,48,-0.0050282840980515,-0.0094280326838466,0.0037712130735385,-0.0037546933667084,-0.0006277463904581,0.0031505986137365,15.856901087593773,15.919063054834911,15.941454172359872,0.3787013775613473,0.1508582969198347
2025-01-10,48,-0.0105655686761962,-0.0055935363579863,0.007458048477315,-0.0037014188772362,-0.0006188118811881,-0.0037014188772362,16.13398297582459,16.18694740607304,16.145751879058512,0.4579355286713379,0.1200084474100148
2025-01-13,48,0.0223048327137544,0.0223048327137544,0.0198265179677818,-0.0036452004860266,0.0024449877750611,-0.0018259281801581,16.44510498830425,16.38582558751561,16.364367478921682,0.4929806780358333,0.0972953756552514
2025-01-14,48,-0.0098219766728053,-0.001841620626151,0.0006138735420504,0.0067484662576686,0.000609756097561,0.001831501831502,16.209052564644008,16.397696351315727,16.37796467918014,0.4068765686130531,0.1427362936977163
2025-01-15,48,-0.0470948012232416,-0.0207951070336391,-0.0207951070336391,-0.01375,-0.0037878787878787,-0.0081709616593337,15.907857389885976,15.849159081888375,15.771788841738127,0.6043553494356859,0.1141736376955432
2025-01-16,48,0.014971927635683,0.0106051154086088,0.009357454772302,-0.0006180469715698,0.0,0.0043478260869564,16.209312388327177,16.142484487438235,16.176309964486368,0.5383071107616569,0.119829902287934
2025-01-17,48,-0.0067443286327405,0.0012262415695891,0.0036787247087677,-0.0061087354917532,-0.0006142506142506,-0.0006142506142506,16.293418395380478,16.296448975607827,16.27264546842255,0.3802022047850916,0.1370564765635942
2025-01-20,48,-0.0086153846153845,-0.0036923076923076,-0.0043076923076922,0.0061766522544781,-0.0006134969325154,-0.0006134969325154,16.177727111646714,16.304852265182777,16.276076709162485,0.4363514884184983,0.0956569023317773
2025-01-21,48,-0.0079754601226994,-0.0006134969325154,-0.0018404907975461,-0.0012292562999385,-0.0006150061500616,-0.0012292562999385,16.251325371523244,16.29179608265651,16.254592395300577,0.356965544633105,0.1115000924627803
2025-01-22,48,-0.0158924205378973,-0.0158924205378973,-0.0128361858190709,0.003717472118959,0.0006176652254479,-0.0061349693251533,16.163955409327798,16.23048391933361,16.191855755575805,0.4253708197966985,0.0944561180420404
2025-01-23,48,-0.0018529956763433,-0.0067943174799258,-0.0148239654107473,-0.0043887147335422,-0.0012578616352201,0.0,16.150572212547253,15.926168797889236,15.890609064246108,0.4226595583578082,0.1032664985757221
2025-01-24,48,-0.0074953154278576,-0.0081199250468456,0.0012492192379762,-0.0006238303181533,-0.0012468827930174,0.0012499999999999,15.95886476413907,16.038142023026474,16.054984410646387,0.4154690237080168,0.1521107169374271
2025-01-27,48,0.01,0.0093749999999999,0.0137499999999999,0.0012330456226881,-0.0024570024570024,0.0018507094386182,16.13346977181239,16.260651122058018,16.27650749018277,0.3793775092419605,0.2115950540284433
2025-02-05,48,-0.0120554550934297,-0.0108499095840867,-0.0072332730560579,-0.0006067961165049,-0.0006067961165049,0.0042682926829267,16.456960599122652,16.44421601370279,16.47509264007188,0.4742718542461061,0.1061371201295401
