date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close,close_fund,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,fund_days_since_effective,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount,sector_ret1,sector_ret5,sector_ret20,sector_ret60,sector_ma20_gap,sector_ma60_gap,sector_vol20,sector_range_pct,sector_range_z20,sector_volume_shock20,sector_volume_z20,sector_amount_shock20,sector_amount_z20,sector_vs_bench_ret5,stock_vs_sector_ret1,stock_vs_sector_ret5,stock_vs_sector_ret20
2026-04-01,63.57,65.17,63.08,64.14,17997864.0,0.0,0.0,64.14,64.14,,,,,0.5071770334925806,,,64.14,0.0,,,4526.0668,,,,,,,0.5071770334925806,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1152191071.0,17997864,48,64.01821188336571,2026-04-02,64.5929017809884,63.53,65.85,63.24,0.007061144075279,0.0089769751562214,-0.0095104458995946,64.14,123.212259,8.874158,15.988359,28.850071,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9209.01,9221.274,9124.095,9192.511,3257981100,55796904000.0,,,,,,,,0.010650809751542534,,,,,,,,,
2026-04-02,64.5,65.85,63.24,63.53,17183099.0,0.0,0.0,64.08190476190477,64.12,,,,,0.1111111111110685,,,64.08190476190477,-17183099.0,,,4478.9141,,,,,,,0.1111111111110685,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1109906226.0,17183099,48,64.5929017809884,2026-04-03,64.3117561963696,63.3,65.75,62.5,0.0123053076714874,-0.004352577092326,-0.0036203368487329,63.53,122.040456,8.789761,15.836302,28.575694,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9162.578,9181.094,8958.982,9015.276,2945019200,49033132000.0,-0.019280368552183513,,,,,,,0.02479210249557373,,,,,,,0.009769922652588914,,
2026-04-03,63.62,65.75,62.5,63.3,14073523.0,0.0,0.0,64.00743764172336,64.09311475409837,,,,,0.2461538461537695,,,64.00743764172336,-31256622.0,,,4440.7889,,,,,,,0.2461538461537695,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,905092980.0,14073523,48,64.3117561963696,2026-04-07,61.60997948002697,60.91,63.7,60.07,-0.0266985864134758,-0.0420106194595747,-0.0377567140600315,63.3,121.598628,8.757939,15.77897,28.472241,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9025.784,9040.196,8821.501,8844.738,2786873400,44380006000.0,-0.018916558960590968,,,,,,,0.024791132484142997,,,,,,,0.015296222111857993,,
2026-04-07,63.3,63.7,60.07,60.91,15655966.0,0.0,0.0,63.712443580606845,63.98875033593121,,,,,0.231404958677621,,,63.712443580606845,-46912588.0,,,4440.6162,,,,,,,0.231404958677621,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,964563744.0,15655966,48,61.60997948002697,2026-04-08,66.01650264775623,67.0,67.0,63.0,0.0838368518758205,0.0715228799769003,0.099983582334592,60.91,117.007463,8.427268,15.183208,27.397222,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8867.021,8992.759,8865.051,8944.697,2596873300,42077408000.0,0.011301521876623255,,,,,,,0.014405782888333052,,,,,,,-0.049058235936654815,,
2026-04-08,63.95,67.0,63.0,67.0,22125904.0,0.0,0.0,64.02554419197763,64.08747983311379,,,,,0.99999999999975,,67.0,67.0,-24786684.0,,,4595.556,,,,,,,0.99999999999975,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1460674800.0,22125904,48,66.01650264775623,2026-04-09,68.71275372593183,68.7,70.16,66.96,0.0255634884467437,0.0408420769055575,0.0253731343283583,67.0,128.706412,9.269865,16.701295,30.136524,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,158,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9144.879,9412.671,9144.879,9412.671,3621929900,63863906000.0,0.05231859726494936,,,,,,,0.02928327427842392,,,,,,,0.047664985069642674,,
2026-04-09,67.8,70.16,66.96,68.7,23573566.0,0.0,0.0,64.47073045940833,64.2387100025199,,,,,0.5437499999998324,,70.16,70.16,-1213118.0,,,4566.2237,0.00887236131822,0.0710944808231992,0.0622221195049792,,,,0.5437499999998324,,,0.0622221195049792,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1619804635.0,23573566,48,68.71275372593183,2026-04-10,71.75698569355893,71.41,73.8,69.06,0.0444976083487471,0.0443037398816723,0.0394468704512371,68.7,131.972097,9.505071,17.125059,30.901182,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,159,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9345.289,9382.221,9294.295,9329.992,3586986500,63365482000.0,-0.008783797925158598,0.01495576127132181,,,,,,0.009460211882665659,,,,,,0.006083399953101811,0.0341569322535169,0.056138719551877436,
2026-04-10,70.07,73.8,69.06,71.41,21932289.0,0.0,0.0,65.131613272798,64.47383426473236,,,,,0.4957805907171943,,73.8,73.8,20719171.0,,,4636.5655,0.0351985763692139,0.1240358885565873,0.0888373121873733,,,,0.4957805907171943,,,0.0888373121873733,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1573794948.0,21932289,48,71.75698569355893,2026-04-13,68.9525436282048,68.28,70.8,68.15,-0.0344133366726677,-0.039082495428816,-0.0438313961630023,71.41,137.177983,9.880016,17.800589,32.120137,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,160,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9396.373,9526.783,9396.373,9426.813,3765038300,69267237000.0,0.010377393678365321,0.04564885201517965,,,,,,0.01387875938939409,,,,,,0.010450275645965755,0.02906947677287186,0.07838703654140766,
2026-04-13,69.8,70.8,68.15,68.28,18497495.0,0.0,0.0,65.43145962776963,64.59862658392146,,,,,0.0490566037735648,,73.8,73.8,2221676.0,,,4646.1546,0.0462453191593954,0.0786729857819905,0.0324276666225951,,,,0.0490566037735648,,,0.0324276666225951,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1275449331.0,18497495,48,68.9525436282048,2026-04-14,67.761346272462,66.78,70.32,66.0,-0.0075959831215288,-0.0172756115012344,-0.0219683655536028,68.28,131.16528,9.446961,17.020364,30.712266,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,163,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9378.56,9462.081,9377.063,9462.081,3253440700,59254109000.0,0.003741243196401678,0.06979777128502862,,,,,,0.009066591532977952,,,,,,0.02355245212563322,-0.047572639359404034,0.008875214496961936,
2026-04-14,69.0,70.32,66.0,66.78,21812494.0,0.0,0.0,65.55989204417253,64.67014702379288,,,,,0.1805555555555143,,73.8,73.8,-19590818.0,,,4701.2837,0.0587007496842442,0.0963716959448366,0.0376709462605924,,,,0.1805555555555143,,,0.0376709462605924,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1478043959.0,21812494,48,67.761346272462,2026-04-15,66.75355555435381,65.01,69.48,64.68,-0.0003959934957501,-0.0148726489886426,-0.0265049415992811,66.78,128.283794,9.239427,16.646455,30.037568,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,164,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9534.452,9599.783,9486.751,9599.783,3825824200,73390205000.0,0.014553035426350558,0.07323736063949382,,,,,,0.011914721910588622,,,,,,0.014536610955249621,-0.03652140097995338,0.023134335305342812,
2026-04-15,67.45,69.48,64.68,65.01,20340710.0,0.0,0.0,65.50752137329896,64.68128974432426,,,,,0.0687499999999853,,73.8,73.8,-39931528.0,,,4685.2464,0.0195167679384171,-0.0297014925373133,-0.0492182604757305,,,,0.0687499999999853,,,-0.0492182604757305,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1357814715.0,20340710,48,66.75355555435381,2026-04-16,67.75959609286059,69.0,69.9,64.7,0.0422949714330194,0.0150709655860594,0.0613751730502998,65.01,124.883639,8.994537,16.205242,29.241424,2025-10-31,2025-09-30,0.06055,0.127434,0.36917,270302332.09,0.520568,,679036441.0,679036441.0,True,2025-11-01,1.701725,158.662522,0.598875,450.826515,0.425734,0.161829,0.111265,0.266715,0.282373,0.30303,0.295869,1.655401,1.022095,0.541795,0.400017,0.00625,2.666724,0.424379,0.575621,0.254607,3.615401,-0.02791,-0.219012,-0.02791,165,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9648.737,9671.971,9507.452,9529.43,3775142200,70859440000.0,-0.007328603156967151,0.012404449279062257,,,,,,0.01730421568260354,,,,,,-0.007112318659354841,-0.019176338442314034,-0.042105941816375614,
