vendor,source,quote_source,collected_at,datetime,symbol,exchange,trade_date,trade_time,phase,name,last_price,open,high,low,prev_close,volume,amount,pct_chg,pct_chg_raw,pct_chg_norm,pct_chg_source,pct_chg_unit
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T09:35:00,2026-05-21T09:35:00,603308.SH,SH,20260521,093500,continuous,603308.SH,74.77,73.9,75.49,73.9,73.49,2083206.0,156234365.0,0.017417335691930935,0.017417335691930935,0.017417335691930935,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T09:40:00,2026-05-21T09:40:00,603308.SH,SH,20260521,094000,continuous,603308.SH,73.93,73.9,75.49,73.77,73.49,3229306.0,241259420.0,0.005987209144101335,0.005987209144101335,0.005987209144101335,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T09:45:00,2026-05-21T09:45:00,603308.SH,SH,20260521,094500,continuous,603308.SH,73.94,73.9,75.49,73.77,73.49,3813665.0,284593543.0,0.0061232820791945475,0.0061232820791945475,0.0061232820791945475,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T09:50:00,2026-05-21T09:50:00,603308.SH,SH,20260521,095000,continuous,603308.SH,74.5,73.9,75.49,73.77,73.49,4266965.0,318284971.0,0.013743366444414207,0.013743366444414207,0.013743366444414207,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T09:55:00,2026-05-21T09:55:00,603308.SH,SH,20260521,095500,continuous,603308.SH,75.22,73.9,75.49,73.77,73.49,5281365.0,394335309.0,0.023540617771125483,0.023540617771125483,0.023540617771125483,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:00:00,2026-05-21T10:00:00,603308.SH,SH,20260521,100000,continuous,603308.SH,75.16,73.9,75.49,73.77,73.49,6053465.0,452463409.0,0.022724180160565988,0.022724180160565988,0.022724180160565988,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:05:00,2026-05-21T10:05:00,603308.SH,SH,20260521,100500,continuous,603308.SH,74.73,73.9,75.49,73.77,73.49,6447268.0,482022118.0,0.016873043951558087,0.016873043951558087,0.016873043951558087,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:10:00,2026-05-21T10:10:00,603308.SH,SH,20260521,101000,continuous,603308.SH,74.6,73.9,75.49,73.77,73.49,6807968.0,508944636.0,0.015104095795346328,0.015104095795346328,0.015104095795346328,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:15:00,2026-05-21T10:15:00,603308.SH,SH,20260521,101500,continuous,603308.SH,74.81,73.9,75.49,73.77,73.49,7092368.0,530220488.0,0.017961627432303784,0.017961627432303784,0.017961627432303784,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:20:00,2026-05-21T10:20:00,603308.SH,SH,20260521,102000,continuous,603308.SH,74.56,73.9,75.49,73.77,73.49,7374168.0,551258872.0,0.01455980405497348,0.01455980405497348,0.01455980405497348,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:25:00,2026-05-21T10:25:00,603308.SH,SH,20260521,102500,continuous,603308.SH,74.35,73.9,75.49,73.77,73.49,7663768.0,572806885.0,0.011702272418016024,0.011702272418016024,0.011702272418016024,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:30:00,2026-05-21T10:30:00,603308.SH,SH,20260521,103000,continuous,603308.SH,74.5,73.9,75.49,73.77,73.49,7844768.0,586304255.0,0.013743366444414207,0.013743366444414207,0.013743366444414207,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:35:00,2026-05-21T10:35:00,603308.SH,SH,20260521,103500,continuous,603308.SH,73.94,73.9,75.49,73.77,73.49,8189868.0,611912200.0,0.0061232820791945475,0.0061232820791945475,0.0061232820791945475,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:40:00,2026-05-21T10:40:00,603308.SH,SH,20260521,104000,continuous,603308.SH,73.89,73.9,75.49,73.77,73.49,8511868.0,635742046.0,0.005442917403728487,0.005442917403728487,0.005442917403728487,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:45:00,2026-05-21T10:45:00,603308.SH,SH,20260521,104500,continuous,603308.SH,73.86,73.9,75.49,73.7,73.49,8774968.0,655169237.0,0.00503469859844885,0.00503469859844885,0.00503469859844885,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:50:00,2026-05-21T10:50:00,603308.SH,SH,20260521,105000,continuous,603308.SH,73.9,73.9,75.49,73.7,73.49,8994568.0,671383821.0,0.005578990338821699,0.005578990338821699,0.005578990338821699,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T10:55:00,2026-05-21T10:55:00,603308.SH,SH,20260521,105500,continuous,603308.SH,73.56,73.9,75.49,73.49,73.49,9239068.0,689408277.0,0.0009525105456524852,0.0009525105456524852,0.0009525105456524852,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:00:00,2026-05-21T11:00:00,603308.SH,SH,20260521,110000,continuous,603308.SH,73.72,73.9,75.49,73.06,73.49,9640768.0,718869314.0,0.00312967750714388,0.00312967750714388,0.00312967750714388,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:05:00,2026-05-21T11:05:00,603308.SH,SH,20260521,110500,continuous,603308.SH,74.36,73.9,75.49,73.06,73.49,10060168.0,749925030.0,0.011838345353109236,0.011838345353109236,0.011838345353109236,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:10:00,2026-05-21T11:10:00,603308.SH,SH,20260521,111000,continuous,603308.SH,74.09,73.9,75.49,73.06,73.49,10214268.0,761369126.0,0.00816437610559273,0.00816437610559273,0.00816437610559273,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:15:00,2026-05-21T11:15:00,603308.SH,SH,20260521,111500,continuous,603308.SH,74.01,73.9,75.49,73.06,73.49,10319868.0,769178722.0,0.007075792624847033,0.007075792624847033,0.007075792624847033,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:20:00,2026-05-21T11:20:00,603308.SH,SH,20260521,112000,continuous,603308.SH,73.93,73.9,75.49,73.06,73.49,10533369.0,784992417.0,0.005987209144101335,0.005987209144101335,0.005987209144101335,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:25:00,2026-05-21T11:25:00,603308.SH,SH,20260521,112500,continuous,603308.SH,73.98,73.9,75.49,73.06,73.49,10665269.0,794746212.0,0.006667573819567396,0.006667573819567396,0.006667573819567396,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T11:30:00,2026-05-21T11:30:00,603308.SH,SH,20260521,113000,continuous,603308.SH,73.58,73.9,75.49,73.06,73.49,10833869.0,807178978.0,0.0012246564158389095,0.0012246564158389095,0.0012246564158389095,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:05:00,2026-05-21T13:05:00,603308.SH,SH,20260521,130500,continuous,603308.SH,73.76,73.9,75.49,73.06,73.49,11150097.0,830472144.0,0.0036739692475167285,0.0036739692475167285,0.0036739692475167285,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:10:00,2026-05-21T13:10:00,603308.SH,SH,20260521,131000,continuous,603308.SH,73.44,73.9,75.49,73.06,73.49,11348397.0,845110834.0,-0.0006803646754660608,-0.0006803646754660608,-0.0006803646754660608,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:15:00,2026-05-21T13:15:00,603308.SH,SH,20260521,131500,continuous,603308.SH,73.34,73.9,75.49,73.06,73.49,11513197.0,857213081.0,-0.0020410940263980715,-0.0020410940263980715,-0.0020410940263980715,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:20:00,2026-05-21T13:20:00,603308.SH,SH,20260521,132000,continuous,603308.SH,73.64,73.9,75.49,73.06,73.49,11643797.0,866817158.0,0.0020410940263981825,0.0020410940263981825,0.0020410940263981825,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:25:00,2026-05-21T13:25:00,603308.SH,SH,20260521,132500,continuous,603308.SH,73.81,73.9,75.49,73.06,73.49,11812097.0,879232814.0,0.004354333922982789,0.004354333922982789,0.004354333922982789,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:30:00,2026-05-21T13:30:00,603308.SH,SH,20260521,133000,continuous,603308.SH,73.55,73.9,75.49,73.06,73.49,12006797.0,893582662.0,0.000816437610559273,0.000816437610559273,0.000816437610559273,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-21T13:35:00,2026-05-21T13:35:00,603308.SH,SH,20260521,133500,continuous,603308.SH,73.03,73.9,75.49,72.96,73.49,12397797.0,922179665.0,-0.006259355014287538,-0.006259355014287538,-0.006259355014287538,computed_from_prev_close,ratio
