vendor,source,quote_source,collected_at,datetime,symbol,exchange,trade_date,trade_time,phase,name,last_price,open,high,low,prev_close,volume,amount,pct_chg,pct_chg_raw,pct_chg_norm,pct_chg_source,pct_chg_unit
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T09:35:00,2026-05-20T09:35:00,002128.SZ,SZ,20260520,093500,continuous,002128.SZ,29.5,29.01,29.65,28.89,29.20998858,1875647.0,54993450.86,0.009928501656401467,0.009928501656401467,0.009928501656401467,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T09:40:00,2026-05-20T09:40:00,002128.SZ,SZ,20260520,094000,continuous,002128.SZ,29.43,29.01,29.65,28.89,29.20998858,2656847.0,77983165.86,0.007532061143996405,0.007532061143996405,0.007532061143996405,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T09:45:00,2026-05-20T09:45:00,002128.SZ,SZ,20260520,094500,continuous,002128.SZ,29.44,29.01,29.65,28.89,29.20998858,3428347.0,100722066.86,0.007874409788625858,0.007874409788625858,0.007874409788625858,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T09:50:00,2026-05-20T09:50:00,002128.SZ,SZ,20260520,095000,continuous,002128.SZ,29.4,29.01,29.65,28.89,29.20998858,4283131.0,125893239.82,0.006505015210108489,0.006505015210108489,0.006505015210108489,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T09:55:00,2026-05-20T09:55:00,002128.SZ,SZ,20260520,095500,continuous,002128.SZ,29.41,29.01,29.65,28.89,29.20998858,4805231.0,141282569.82,0.006847363854737942,0.006847363854737942,0.006847363854737942,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:00:00,2026-05-20T10:00:00,002128.SZ,SZ,20260520,100000,continuous,002128.SZ,29.42,29.01,29.65,28.89,29.20998858,5352431.0,157377843.82,0.0071897124993671735,0.0071897124993671735,0.0071897124993671735,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:05:00,2026-05-20T10:05:00,002128.SZ,SZ,20260520,100500,continuous,002128.SZ,29.41,29.01,29.65,28.89,29.20998858,5725631.0,168355914.82,0.006847363854737942,0.006847363854737942,0.006847363854737942,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:10:00,2026-05-20T10:10:00,002128.SZ,SZ,20260520,101000,continuous,002128.SZ,29.52,29.01,29.65,28.89,29.20998858,5965431.0,175431059.82,0.010613198945660152,0.010613198945660152,0.010613198945660152,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:15:00,2026-05-20T10:15:00,002128.SZ,SZ,20260520,101500,continuous,002128.SZ,29.43,29.01,29.65,28.89,29.20998858,6267931.0,184365690.82,0.007532061143996405,0.007532061143996405,0.007532061143996405,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:20:00,2026-05-20T10:20:00,002128.SZ,SZ,20260520,102000,continuous,002128.SZ,29.43,29.01,29.65,28.89,29.20998858,6436631.0,189327164.82,0.007532061143996405,0.007532061143996405,0.007532061143996405,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:25:00,2026-05-20T10:25:00,002128.SZ,SZ,20260520,102500,continuous,002128.SZ,29.46,29.01,29.65,28.89,29.20998858,6582331.0,193617268.82,0.00855910707788432,0.00855910707788432,0.00855910707788432,computed_from_prev_close,ratio
