date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close,open_asof1455,high_asof1455,low_asof1455,close_asof1455,volume_asof1455,amount_asof1455,n_intraday_bars_asof1455,asof_last_bar_time,vwap_asof1455,close_ret1_asof,close_ret3_asof,close_ret5_asof,close_ret20_asof,close_ret60_asof,close_ma20_gap_asof,close_ma60_gap_asof,close_z20_asof,close_z60_asof,range_pct_asof1455,feature_time_mode,feature_cutoff_time,close_fund,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,14.86674,15.140601,14.671125,14.8471785,199053077.0,0.0,0.0,14.8471785,14.8471785,,,,,0.3749999999992012,,,14.8471785,0.0,,,3820.3952,,,,,,,0.3749999999992012,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,3055787808.0,200254700,48,15.25950605903382,2025-01-03,15.674706366319466,15.22862775,15.570954,14.93520525,0.0557363721544443,0.0272092887986923,0.0256916996047429,14.86674,15.13082025,14.68090575,14.83739775,197029300,3006834720.0,47,2025-01-02 14:55:00,15.260850645056344,,,,,,,,,,0.0303230059327619,asof1455,14:55,14.8471785,13.764088,3.043616,1.350278,44.822557,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,74,13.764088,3.043616,1.350278,44.822557,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,14.9645475,15.570954,14.93520525,15.22862775,312488466.0,0.0,0.0,14.883507,14.859685032786883,,,,,0.4615384615377349,,,14.883507,312488466.0,,,3775.1648,,,,,,,0.4615384615377349,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,4943932488.0,315408300,48,15.674706366319466,2025-01-06,15.609024538022815,15.15038175,15.5122695,14.99388975,0.0249790588008047,-0.0041903067758757,-0.0051380860629415,14.9645475,15.56117325,14.95476675,15.1992855,309613200,4853825096.0,47,2025-01-03 14:55:00,15.677061236407232,0.0237154150197629,,,,,,,,,0.0398970398970399,asof1455,14:55,15.22862775,14.090509059288538,3.115796616600791,1.3823004031620556,45.885542541501984,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,75,14.117711,3.121812,1.384969,45.974125,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,15.336216,15.5122695,14.99388975,15.15038175,225283187.0,0.0,0.0,14.908923642857143,14.869216072695512,,,,,0.3018867924522473,,,14.908923642857143,87205279.0,,,3768.9697,,,,,,,0.3018867924522473,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,3516511872.0,225287100,48,15.609024538022815,2025-01-07,15.902490833791154,15.6687615,15.69810375,15.062355,0.0496429130435049,0.0188010656946222,0.0342156229825694,15.336216,15.50248875,15.0036705,15.1601625,221898600,3464039040.0,47,2025-01-06 14:55:00,15.61090984801166,-0.0044958253050737,,,,,,,,,0.0329032258064515,asof1455,14:55,15.15038175,14.054240237636481,3.107776878612717,1.3787424213230572,45.76743336544638,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,78,14.045173,3.105772,1.377853,45.737906,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,15.20906625,15.69810375,15.062355,15.6687615,229893314.0,0.0,0.0,14.981289153061224,14.895430676869427,,,,,0.9538461538446548,,,14.981289153061224,317098593.0,,,3796.1055,,,,,,,0.9538461538446548,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,3655876096.0,229893300,48,15.902490833791154,2025-01-08,15.92020792842994,15.50248875,15.81547275,15.3949005,0.0160476262549493,0.0011141081497207,-0.0106117353308364,15.20906625,15.69810375,15.062355,15.6492,225682900,3588455680.0,47,2025-01-07 14:55:00,15.900432332267972,0.0329244673983215,0.0540184453227932,,,,,,,,0.0406249999999999,asof1455,14:55,15.6687615,14.507602840542287,3.2080278889606197,1.4232180761781796,47.243802194964495,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,79,14.525737,3.212038,1.424997,47.302857,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,15.6687615,15.81547275,15.3949005,15.50248875,176843669.0,0.0,0.0,15.030927209912536,14.915334220250758,,,,,0.2558139534877622,,15.81547275,15.81547275,140254924.0,,,3789.2153,,,,,,,0.2558139534877622,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,2817009152.0,176945500,48,15.92020792842994,2025-01-09,15.88040148114634,15.570954,15.67854225,15.375339,0.0243775523556719,-0.0025003723231851,0.004416403785489,15.6687615,15.805692,15.3949005,15.50248875,172899100,2752872960.0,47,2025-01-08 14:55:00,15.921846672423396,-0.0106117353308364,0.0179833012202954,,,,,,,,0.0264984227129337,asof1455,14:55,15.50248875,14.37159372347066,3.1779527028714107,1.4098753089887641,46.800891601123595,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,80,14.371594,3.177952,1.409876,46.800891,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,15.56117325,15.67854225,15.375339,15.570954,134299826.0,0.0,0.0,15.082358332778009,14.93682995073434,,,,,0.6451612903204548,,15.81547275,15.81547275,274554750.0,,,3779.8773,-0.0106056828885137,0.0487483530961792,0.0593540359846929,,,,0.6451612903204548,,,0.0593540359846929,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,2134046464.0,134382400,48,15.88040148114634,2025-01-10,16.152836202572164,15.79591125,15.9817455,15.52205025,0.0373697207359398,0.0171554051545399,0.0144472361809044,15.56117325,15.6687615,15.375339,15.60029625,131160800,2082711040.0,47,2025-01-09 14:55:00,15.879066306396425,0.0063091482649841,0.0296965784377016,0.0507246376811594,,,,,,,0.018808777429467,asof1455,14:55,15.570954,14.462266517350157,3.198002170347003,1.4187711167192427,47.096164760252364,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,81,14.435064,3.191987,1.416102,47.007583,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,15.73722675,15.9817455,15.52205025,15.79591125,195551711.0,0.0,0.0,15.15031575346582,14.96499655071026,,,,,0.5957446808497667,,15.9817455,15.9817455,470106461.0,,,3732.4806,-0.0113065792518515,0.0372511239563262,0.0485577032081777,,,,0.5957446808497667,,,0.0485577032081777,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,3158895491.0,195562900,48,16.152836202572164,2025-01-13,16.42743533649142,16.04043,16.2947295,15.67854225,0.0399802250402883,0.017000056861564,0.0154798761609906,15.73722675,15.97196475,15.52205025,15.77634975,189691900,3064094329.0,47,2025-01-10 14:55:00,16.15300563176393,0.0131909547738693,0.0068664169787764,0.0359666024405909,,,,,,,0.0285182889026658,asof1455,14:55,15.79591125,14.62547627638191,3.234092356155779,1.4347817374371858,47.62765790138191,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,82,14.643611,3.238103,1.436561,47.686713,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,15.7861305,16.2947295,15.67854225,16.04043,237723203.0,0.0,0.0,15.235088538850023,15.000256663801729,,,,,0.5873015873006365,,16.2947295,16.2947295,707829664.0,,,3722.513,-0.0123261006847574,0.0587475790832796,0.0710736797680371,,,,0.5873015873006365,,,0.0710736797680371,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,3936997510.0,239659900,48,16.42743533649142,2025-01-14,16.289348716535567,16.05021075,16.118676,15.69810375,0.0155182072136199,-0.0084058538126832,0.000609756097561,15.7861305,16.2947295,15.69810375,16.0208685,235093300,3862156942.0,47,2025-01-13 14:55:00,16.42818805129708,0.0142414860681114,0.0334384858044163,0.0574564234990315,,,,,,,0.0372405372405372,asof1455,14:55,16.04043,14.852157782043344,3.28421839876161,1.4570197634674922,48.36584265882353,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,85,14.870293,3.288228,1.458799,48.424897,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,15.93284175,16.118676,15.69810375,16.05021075,180089819.0,0.0,0.0,15.312719225626214,15.034681387939376,,,,,0.8372093023235933,,16.2947295,16.2947295,887919483.0,,,3820.5395,0.0064365966646606,0.0243445692883896,0.017907972623729,,,,0.8372093023235933,,,0.017907972623729,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,2961545314.0,181808700,48,16.289348716535567,2025-01-15,15.89076729950955,15.4340235,16.04043,15.18950475,-0.0099340409278084,-0.0244688369045357,-0.0383912248628885,15.93284175,16.118676,15.69810375,16.05021075,177359900,2888552034.0,47,2025-01-14 14:55:00,16.286387362645108,0.000609756097561,0.0307788944723619,0.0243445692883896,,,,,,,0.0262035344302255,asof1455,14:55,16.05021075,14.87936025182927,3.290233017073171,1.459688511585366,48.45442437621952,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,86,14.87936,3.290233,1.459688,48.454424,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,15.99152625,16.04043,15.18950475,15.4340235,327946407.0,0.0,0.0,15.324272013661812,15.047774571941364,,,,,0.2873563218387435,,16.2947295,16.2947295,559973076.0,,,3796.026,0.0017973906101349,-0.0044164037854889,-0.0062137943956238,,,,0.2873563218387435,,,-0.0062137943956238,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,5211607552.0,327964500,48,15.89076729950955,2025-01-16,16.187691035690257,15.81547275,15.9426225,15.67854225,0.0488315659031008,0.0186852988646981,0.0247148288973384,15.99152625,16.04043,15.18950475,15.414462,321165000,5104394240.0,47,2025-01-15 14:55:00,15.893370199118833,-0.0396099939061548,-0.0241486068111455,-0.0056782334384857,,,,,,,0.0552030456852792,asof1455,14:55,15.4340235,14.289988641072517,3.159906890920171,1.4018697672151128,46.53514456063376,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,87,14.308123,3.163917,1.403649,46.5942,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
