trade_date,stock_code,pipeline_dir,feature,feature_category,live_value,train_value,diff,abs_rel_diff,scale_ratio_live_over_train,live_missing,train_missing
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CAToAsset,fundamental,0.769542,0.769542,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CAToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToGr,fundamental,-0.422365,-0.422365,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToGr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToNP,fundamental,-2.372697,-2.372697,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToNP_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToOR,fundamental,-0.422365,-0.422365,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_CFOToOR_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_NCAToAsset,fundamental,0.230458,0.230458,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_NCAToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_tangibleAssetToAsset,fundamental,0.47345,0.47345,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,cashflow_tangibleAssetToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontAssetStoEquity,fundamental,1.911955,1.911955,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontAssetStoEquity_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontAssetTurn,fundamental,0.111837,0.111837,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontAssetTurn_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontEbittogr,fundamental,0.201807,0.201807,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontEbittogr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontIntburden,fundamental,1.031138,1.031138,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontIntburden_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontNitogr,fundamental,0.17801,0.17801,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontNitogr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontPnitoni,fundamental,0.95123,0.95123,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontPnitoni_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontROE,fundamental,0.036207,0.036207,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontROE_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontTaxBurden,fundamental,0.855446,0.855446,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,dupont_dupontTaxBurden_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,fund_days_since_effective,fundamental,21.0,21.0,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYAsset,fundamental,-0.016488,-0.016488,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYEPSBasic,fundamental,0.157516,0.157516,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYEPSBasic_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYEquity,fundamental,0.076712,0.076712,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYEquity_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYNI,fundamental,0.128951,0.128951,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYNI_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYPNI,fundamental,0.157507,0.157507,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,growth_YOYPNI_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,operation_AssetTurnRatio,fundamental,0.111837,0.111837,0.0,0.0,1.0,False,False
2026-05-14,600312.SH,saved_data\asof1455_v1\600312_pipeline_out,operation_CATurnRatio,fundamental,0.146079,0.146079,0.0,0.0,1.0,False,False
