date,bar_count,first_30m_ret,first_60m_ret,morning_ret,afternoon_ret,last_30m_ret,last_60m_ret,morning_vwap,afternoon_vwap,last_30m_vwap,first_60m_volume_share,last_30m_volume_share
2020-01-02,48,0.0076923076923076,0.0061538461538461,0.0107692307692306,0.004566210045662,0.0030395136778116,0.0030395136778116,6.543559581057465,6.576858541651212,6.584122718951161,0.3606334444476263,0.1574387752559391
2020-01-03,48,-0.0105263157894737,-0.006015037593985,-0.0135338345864661,0.0030487804878047,-0.0030303030303031,0.0015220700152207,6.597316626907844,6.567131897155357,6.580042759805783,0.3750636252003356,0.1315126649952213
2020-01-06,48,0.0138461538461538,0.0246153846153844,0.0246153846153844,-0.0015015015015015,0.0030165912518853,-0.0029985007496251,6.611912963915158,6.653219800195179,6.642775683863913,0.376862479677667,0.1142548474922283
2020-01-07,48,0.0135135135135135,0.0105105105105105,0.0045045045045044,0.0059790732436473,0.0044776119402984,0.0014880952380951,6.721405899461247,6.698254308945537,6.714531742267313,0.3587679095059826,0.1214260031465522
2020-01-08,48,-0.011887072808321,-0.0044576523031204,0.0104011887072807,-0.0220588235294116,0.0030165912518853,-0.0029985007496251,6.733001766554498,6.678307909182456,6.666084142394822,0.225354722767432,0.1159880473721493
2020-01-09,48,0.0149253731343284,0.0089552238805969,0.0044776119402984,0.0044576523031203,0.002967359050445,0.0059523809523809,6.75922320193421,6.738065444694596,6.751024828984039,0.4325036254430658,0.1661253667795143
2020-01-10,48,-0.0088495575221237,-0.0117994100294985,-0.0147492625368731,0.0074850299401196,-0.004437869822485,0.0029806259314457,6.7198636475058215,6.7059309770931,6.7344460095144445,0.3320428913556765,0.1328756548043655
2020-01-13,48,-0.0014903129657227,-0.0044709388971683,0.0044709388971684,0.0059347181008901,0.0044444444444444,0.0074294205052005,6.690578436777949,6.755622381773315,6.765940636006268,0.2861771300365592,0.2023175432248708
2020-01-14,48,0.0014727540500736,0.0,-0.0058910162002945,0.0014836795252224,-0.0014792899408283,0.0014836795252224,6.776633683304389,6.750447296868255,6.7560921280276816,0.3474261943169339,0.1211766874816803
2020-01-15,48,-0.0088888888888888,-0.0088888888888888,-0.0118518518518518,0.0014992503748127,-0.0029850746268655,0.0,6.684278010615176,6.675160524311519,6.6826898606748815,0.420610573527212,0.1870467595809682
2020-01-16,48,-0.0044843049327354,-0.0089686098654707,-0.0104633781763827,-0.0060331825037707,0.0015197568389058,-0.0015151515151514,6.638253902058403,6.59761757323913,6.592929039132192,0.2717621671441974,0.1333719842841303
2020-01-17,48,-0.0045523520485584,0.0,-0.0060698027314112,-0.0061068702290076,-0.0045871559633028,-0.0061068702290076,6.574927484958039,6.537008963090909,6.52891866561161,0.3647535428661043,0.1944526765735023
2020-01-20,48,0.0138036809815951,0.0122699386503066,0.0291411042944784,0.0029806259314457,0.0014880952380951,0.0044776119402984,6.617046021705066,6.717891792616271,6.721581898881083,0.276435474225838,0.1364276943010191
